00:00:02.758 ->  SD OK
00:00:02.802 ->  BREAK STOP
00:00:03.055 ->  Controller Set
00:00:04.814 ->  START
00:00:04.849 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.892 ->  Battery :0.79 V
00:00:04.948 ->  Speed:0.00 km/hr 
00:00:04.982 ->  Battery :0.85 V
00:00:05.039 ->  Speed:0.00 km/hr 
00:00:05.073 ->  Battery :0.83 V
00:00:05.130 ->  Speed:0.00 km/hr 
00:00:05.165 ->  Battery :0.83 V
00:00:05.221 ->  Speed:0.00 km/hr 
00:00:05.256 ->  Battery :0.83 V
00:00:05.312 ->  Speed:0.00 km/hr 
00:00:05.349 ->  Battery :0.83 V
00:00:05.405 ->  Speed:0.00 km/hr 
00:00:05.439 ->  Battery :0.85 V
00:00:05.495 ->  Speed:0.00 km/hr 
00:00:05.530 ->  Battery :0.85 V
00:00:05.586 ->  Speed:0.00 km/hr 
00:00:05.620 ->  Battery :0.85 V
00:00:05.678 ->  Speed:0.00 km/hr 
00:00:05.712 ->  Battery :0.85 V
00:00:05.769 ->  Speed:0.00 km/hr 
00:00:05.803 ->  Battery :0.85 V
00:00:05.859 ->  Speed:0.00 km/hr 
00:00:05.894 ->  Battery :0.86 V
00:00:05.951 ->  Speed:0.00 km/hr 
00:00:05.985 ->  Battery :0.86 V
00:00:06.044 ->  Speed:0.00 km/hr 
00:00:06.078 ->  Battery :0.86 V
00:00:06.134 ->  Speed:0.00 km/hr 
00:00:06.168 ->  Battery :0.85 V
00:00:06.224 ->  Speed:0.00 km/hr 
00:00:06.259 ->  Battery :0.89 V
00:00:06.316 ->  Speed:0.00 km/hr 
00:00:06.350 ->  Battery :0.85 V
00:00:06.408 ->  Speed:0.00 km/hr 
00:00:06.441 ->  Battery :0.86 V
00:00:06.499 ->  Speed:0.00 km/hr 
00:00:06.533 ->  Battery :0.87 V
00:00:06.589 ->  Speed:0.00 km/hr 
00:00:06.624 ->  Battery :0.86 V
00:00:06.681 ->  Speed:0.00 km/hr 
00:00:06.754 ->  Battery :0.86 V
00:00:06.810 ->  Speed:0.00 km/hr 
00:00:06.905 ->  Battery :0.85 V
00:00:06.962 ->  Speed:0.00 km/hr 
00:00:07.056 ->  Battery :0.86 V
00:00:07.112 ->  Speed:0.00 km/hr 
00:00:07.207 ->  Battery :0.85 V
00:00:07.264 ->  Speed:0.00 km/hr 
00:00:07.358 ->  Battery :0.86 V
00:00:07.414 ->  Speed:0.00 km/hr 
00:00:07.508 ->  Battery :0.85 V
00:00:07.565 ->  Speed:0.00 km/hr 
00:00:07.660 ->  Battery :0.86 V
00:00:07.716 ->  Speed:0.00 km/hr 
00:00:07.811 ->  Battery :0.83 V
00:00:07.867 ->  Speed:0.00 km/hr 
00:00:07.962 ->  Battery :0.86 V
00:00:08.018 ->  Speed:0.00 km/hr 
00:00:08.113 ->  Battery :0.86 V
00:00:08.169 ->  Speed:0.00 km/hr 
00:00:08.264 ->  Battery :0.86 V
00:00:08.321 ->  Speed:0.00 km/hr 
00:00:08.415 ->  Battery :0.86 V
00:00:08.471 ->  Speed:0.00 km/hr 
00:00:08.566 ->  Battery :0.85 V
00:00:08.623 ->  Speed:0.00 km/hr 
00:00:08.717 ->  Battery :0.86 V
00:00:08.773 ->  Speed:0.00 km/hr 
00:00:08.868 ->  Battery :0.86 V
00:00:08.928 ->  Speed:0.00 km/hr 
00:00:09.019 ->  Battery :0.86 V
00:00:09.075 ->  Speed:0.00 km/hr 
00:00:09.170 ->  Battery :0.85 V
00:00:09.227 ->  Speed:0.00 km/hr 
00:00:09.321 ->  Battery :0.85 V
00:00:09.378 ->  Speed:0.00 km/hr 
00:00:09.472 ->  Battery :0.83 V
00:00:09.528 ->  Speed:0.00 km/hr 
00:00:09.623 ->  Battery :0.85 V
00:00:09.679 ->  Speed:0.00 km/hr 
00:00:09.774 ->  Battery :0.85 V
00:00:09.831 ->  Speed:0.00 km/hr 
00:00:09.925 ->  Battery :0.85 V
00:00:09.982 ->  Speed:0.00 km/hr 
00:00:10.076 ->  Battery :0.83 V
00:00:10.133 ->  Speed:0.00 km/hr 
00:00:10.227 ->  Battery :0.85 V
00:00:10.284 ->  Speed:0.00 km/hr 
00:00:10.379 ->  Battery :0.85 V
00:00:10.435 ->  Speed:0.00 km/hr 
00:00:10.529 ->  Battery :0.86 V
00:00:10.587 ->  Speed:0.00 km/hr 
00:00:10.681 ->  Battery :0.86 V
00:00:10.737 ->  Speed:0.00 km/hr 
