00:00:02.716 ->  SD OK
00:00:02.753 ->  BREAK STOP
00:00:00.00 ->  Controller Set
00:00:04.754 ->  START
00:00:04.784 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.913 ->  Battery :12.36 V
00:00:04.961 ->  Speed:0.00 km/hr 
00:00:05.004 ->  Battery :12.36 V
00:00:05.053 ->  Speed:0.00 km/hr 
00:00:05.095 ->  Battery :12.34 V
00:00:05.144 ->  Speed:0.00 km/hr 
00:00:05.186 ->  Battery :12.33 V
00:00:05.235 ->  Speed:0.00 km/hr 
00:00:05.277 ->  Battery :12.36 V
00:00:05.326 ->  Speed:0.00 km/hr 
00:00:05.368 ->  Battery :12.36 V
00:00:05.417 ->  Speed:0.00 km/hr 
00:00:05.823 ->  Battery :12.33 V
00:00:05.872 ->  Speed:0.00 km/hr 
00:00:05.914 ->  Battery :12.44 V
00:00:05.963 ->  Speed:0.00 km/hr 
00:00:06.005 ->  Battery :12.40 V
00:00:06.054 ->  Speed:0.00 km/hr 
00:00:06.096 ->  Battery :12.37 V
00:00:06.146 ->  Speed:0.00 km/hr 
00:00:06.188 ->  Battery :12.37 V
00:00:06.237 ->  Speed:0.00 km/hr 
00:00:06.279 ->  Battery :12.41 V
00:00:06.328 ->  Speed:0.00 km/hr 
00:00:06.370 ->  Battery :12.37 V
00:00:06.421 ->  Speed:0.00 km/hr 
00:00:06.460 ->  Battery :12.43 V
00:00:06.509 ->  Speed:0.00 km/hr 
00:00:06.551 ->  Battery :12.43 V
00:00:06.600 ->  Speed:0.00 km/hr 
00:00:06.661 ->  Battery :12.44 V
00:00:06.710 ->  Speed:0.00 km/hr 
00:00:06.811 ->  Battery :12.37 V
00:00:06.860 ->  Speed:0.00 km/hr 
00:00:06.963 ->  Battery :12.39 V
00:00:07.012 ->  Speed:0.00 km/hr 
00:00:07.113 ->  Battery :12.34 V
00:00:07.162 ->  Speed:0.00 km/hr 
00:00:07.265 ->  Battery :12.37 V
00:00:07.317 ->  Speed:0.00 km/hr 
00:00:07.415 ->  Battery :12.39 V
00:00:07.464 ->  Speed:0.00 km/hr 
00:00:07.567 ->  Battery :12.37 V
00:00:07.616 ->  Speed:0.00 km/hr 
00:00:07.718 ->  Battery :12.37 V
00:00:07.768 ->  Speed:0.00 km/hr 
00:00:07.869 ->  Battery :12.39 V
00:00:07.918 ->  Speed:0.00 km/hr 
00:00:08.020 ->  Battery :12.36 V
00:00:08.070 ->  Speed:0.00 km/hr 
00:00:08.171 ->  Battery :12.36 V
00:00:08.220 ->  Speed:0.00 km/hr 
00:00:08.323 ->  Battery :12.37 V
00:00:08.372 ->  Speed:0.00 km/hr 
00:00:08.473 ->  Battery :12.37 V
00:00:08.522 ->  Speed:0.00 km/hr 
00:00:08.625 ->  Battery :12.39 V
00:00:08.674 ->  Speed:0.00 km/hr 
00:00:08.775 ->  Battery :12.39 V
00:00:08.824 ->  Speed:0.00 km/hr 
00:00:08.927 ->  Battery :12.37 V
00:00:08.977 ->  Speed:0.00 km/hr 
00:00:09.078 ->  Battery :12.39 V
00:00:09.126 ->  Speed:0.00 km/hr 
00:00:09.229 ->  Battery :12.39 V
00:00:09.279 ->  Speed:0.00 km/hr 
00:00:09.380 ->  Battery :12.34 V
00:00:09.430 ->  Speed:0.00 km/hr 
00:00:09.530 ->  Battery :12.40 V
00:00:09.579 ->  Speed:0.00 km/hr 
00:00:09.682 ->  Battery :12.37 V
00:00:09.732 ->  Speed:0.00 km/hr 
00:00:09.833 ->  Battery :12.37 V
00:00:09.882 ->  Speed:0.00 km/hr 
00:00:09.985 ->  Battery :12.37 V
00:00:10.034 ->  Speed:0.00 km/hr 
00:00:10.135 ->  Battery :12.37 V
00:00:10.184 ->  Speed:0.00 km/hr 
00:00:10.287 ->  Battery :12.39 V
00:00:10.336 ->  Speed:0.00 km/hr 
00:00:10.437 ->  Battery :12.39 V
00:00:10.486 ->  Speed:0.00 km/hr 
00:00:10.589 ->  Battery :12.36 V
00:00:10.638 ->  Speed:0.00 km/hr 
00:00:10.739 ->  Battery :12.37 V
00:00:10.788 ->  Speed:0.00 km/hr 
00:00:10.891 ->  Battery :12.37 V
00:00:10.940 ->  Speed:0.00 km/hr 
00:00:11.041 ->  Battery :12.37 V
00:00:11.090 ->  Speed:0.00 km/hr 
00:00:11.193 ->  Battery :12.37 V
00:00:11.242 ->  Speed:0.00 km/hr 
00:00:11.343 ->  Battery :12.39 V
00:00:11.393 ->  Speed:0.00 km/hr 
00:00:11.494 ->  Battery :12.37 V
00:00:11.543 ->  Speed:0.00 km/hr 
00:00:11.645 ->  Battery :12.40 V
00:00:11.698 ->  Speed:0.00 km/hr 
00:00:11.796 ->  Battery :12.36 V
00:00:11.845 ->  Speed:0.00 km/hr 
00:00:11.948 ->  Battery :12.34 V
00:00:11.997 ->  Speed:0.00 km/hr 
00:00:12.098 ->  Battery :12.37 V
00:00:12.147 ->  Speed:0.00 km/hr 
00:00:12.250 ->  Battery :12.36 V
00:00:12.299 ->  Speed:0.00 km/hr 
00:00:12.400 ->  Battery :12.37 V
00:00:12.449 ->  Speed:0.00 km/hr 
00:00:12.552 ->  Battery :12.37 V
00:00:12.601 ->  Speed:0.00 km/hr 
00:00:12.702 ->  Battery :12.36 V
00:00:12.753 ->  Speed:0.00 km/hr 
00:00:12.854 ->  Battery :12.37 V
00:00:12.903 ->  Speed:0.00 km/hr 
00:00:13.004 ->  Battery :12.37 V
00:00:13.053 ->  Speed:0.00 km/hr 
00:00:13.156 ->  Battery :12.37 V
00:00:13.205 ->  Speed:0.00 km/hr 
00:00:13.306 ->  Battery :12.37 V
00:00:13.356 ->  Speed:0.00 km/hr 
00:00:13.457 ->  Battery :12.37 V
00:00:13.506 ->  Speed:0.00 km/hr 
00:00:13.608 ->  Battery :12.39 V
00:00:13.658 ->  Speed:0.00 km/hr 
00:00:13.759 ->  Battery :12.39 V
00:00:13.808 ->  Speed:0.00 km/hr 
00:00:13.911 ->  Battery :12.37 V
00:00:13.960 ->  Speed:0.00 km/hr 
00:00:14.061 ->  Battery :12.39 V
00:00:14.110 ->  Speed:0.00 km/hr 
00:00:14.213 ->  Battery :12.39 V
00:00:14.262 ->  Speed:0.00 km/hr 
00:00:14.364 ->  Battery :12.36 V
00:00:14.413 ->  Speed:0.00 km/hr 
00:00:14.516 ->  Battery :12.39 V
00:00:14.565 ->  Speed:0.00 km/hr 
00:00:14.666 ->  Battery :12.39 V
00:00:14.715 ->  Speed:0.00 km/hr 
00:00:14.818 ->  Battery :12.37 V
00:00:14.867 ->  Speed:0.00 km/hr 
00:00:14.968 ->  Battery :12.37 V
00:00:15.017 ->  Speed:0.00 km/hr 
00:00:15.120 ->  Battery :12.37 V
