00:00:07.053 ->  SD OK
00:00:07.087 ->  BREAK STOP
00:00:07.322 ->  Controller Set
00:00:09.068 ->  START
00:00:24.088 ->  Battery :13.06 V
00:00:24.126 ->  Speed:0.00 km/hr 
00:00:24.257 ->  @20/5/28 11:4:10.97 Bike UNLOCK
00:00:24.276 ->  Battery :13.09 V
00:00:24.316 ->  Battery :13.21 V
00:00:24.356 ->  Battery :13.15 V
00:00:24.397 ->  Battery :13.06 V
00:00:24.453 ->  Battery :1.11 V
00:00:24.494 ->  Speed:13.07 km/hr 
00:00:24.638 ->  Battery :12.97 V
00:00:24.676 ->  Speed:0.00 km/hr 
00:00:24.820 ->  Battery :13.21 V
00:00:25.003 ->  Battery :13.09 V
00:00:25.185 ->  Battery :13.02 V
00:00:25.548 ->  Battery :13.15 V
00:00:25.731 ->  Battery :13.09 V
00:00:25.913 ->  Battery :13.03 V
00:00:26.094 ->  Battery :13.06 V
00:00:26.276 ->  Battery :13.10 V
00:00:26.459 ->  Battery :13.04 V
00:00:26.641 ->  Battery :12.96 V
00:00:26.823 ->  Battery :13.09 V
00:00:27.004 ->  Battery :13.02 V
00:00:27.187 ->  Battery :13.00 V
00:00:27.369 ->  Battery :12.96 V
00:00:27.551 ->  Battery :13.09 V
00:00:27.732 ->  Battery :13.13 V
00:00:27.915 ->  Battery :12.94 V
00:00:28.097 ->  Battery :13.09 V
00:00:28.279 ->  Battery :13.00 V
00:00:28.462 ->  Battery :13.12 V
00:00:28.643 ->  Battery :13.00 V
00:00:28.825 ->  Battery :12.99 V
00:00:29.007 ->  Battery :13.02 V
00:00:29.371 ->  Battery :13.03 V
00:00:29.553 ->  Battery :13.12 V
00:00:29.735 ->  Battery :13.02 V
00:00:29.918 ->  Battery :13.13 V
00:00:30.100 ->  Battery :13.00 V
00:00:30.281 ->  Battery :13.07 V
00:00:30.464 ->  Battery :13.00 V
00:00:30.646 ->  Battery :13.04 V
00:00:31.009 ->  Battery :12.93 V
00:00:31.192 ->  Battery :13.04 V
00:00:31.374 ->  Battery :13.03 V
00:00:31.685 ->  (95,94,94,94,0.00,100,0)	BREAK STOPPED 
00:00:31.764 ->  Battery :12.99 V
00:00:32.102 ->  Battery :13.02 V
00:00:32.280 ->  (101,95,101,94,0.00,100,0)	FORWARD     94　95　96　97　98　99　100　101　
00:00:32.362 ->  (143,101,101,101,0.00,100,0)	FORWARD     101　
00:00:32.379 ->  Battery :13.00 V
00:00:32.450 ->  (94,143,94,101,0.00,100,0)	BREAK STOPPING 
00:00:32.481 ->  Battery :12.87 V
00:00:32.519 ->  Speed:0.22 km/hr 
00:00:32.538 ->  Battery :12.93 V
00:00:32.576 ->  Speed:1.19 km/hr 
00:00:32.613 ->  Battery :12.91 V
00:00:32.651 ->  Speed:1.18 km/hr 
00:00:32.787 ->  Battery :13.07 V
00:00:32.824 ->  Speed:1.69 km/hr 
00:00:32.957 ->  Battery :12.96 V
00:00:33.009 ->  Speed:3.96 km/hr 
00:00:33.130 ->  Battery :12.97 V
00:00:33.167 ->  Speed:1.74 km/hr 
00:00:33.303 ->  Battery :12.96 V
00:00:33.341 ->  Speed:1.18 km/hr 
00:00:33.477 ->  Battery :12.97 V
00:00:33.515 ->  Speed:1.19 km/hr 
00:00:33.651 ->  Battery :12.90 V
00:00:33.822 ->  Battery :12.99 V
00:00:33.860 ->  Speed:0.48 km/hr 
00:00:33.995 ->  Battery :12.97 V
00:00:34.032 ->  Speed:1.71 km/hr 
00:00:34.165 ->  Battery :13.15 V
00:00:34.202 ->  Speed:0.82 km/hr 
00:00:34.332 ->  Battery :13.04 V
00:00:34.370 ->  Speed:3.08 km/hr 
00:00:34.502 ->  Battery :12.97 V
00:00:34.539 ->  Speed:1.08 km/hr 
00:00:34.693 ->  Speed:0.82 km/hr 
00:00:34.839 ->  Battery :12.87 V
00:00:34.876 ->  Speed:3.12 km/hr 
00:00:35.005 ->  Battery :13.04 V
00:00:35.043 ->  Speed:0.77 km/hr 
00:00:35.175 ->  Battery :13.00 V
00:00:35.213 ->  Speed:3.03 km/hr 
00:00:35.341 ->  Battery :12.97 V
00:00:35.379 ->  Speed:0.77 km/hr 
00:00:35.511 ->  Battery :13.07 V
00:00:35.549 ->  Speed:2.75 km/hr 
00:00:35.679 ->  Battery :12.96 V
00:00:35.846 ->  Battery :13.06 V
00:00:36.018 ->  Battery :12.96 V
00:00:36.055 ->  Speed:0.49 km/hr 
00:00:36.191 ->  Battery :13.06 V
00:00:36.232 ->  Speed:2.64 km/hr 
00:00:36.361 ->  Battery :12.94 V
00:00:36.399 ->  Speed:1.44 km/hr 
00:00:36.529 ->  Battery :12.99 V
00:00:36.566 ->  Speed:2.42 km/hr 
00:00:36.697 ->  Battery :13.03 V
00:00:36.734 ->  Speed:0.91 km/hr 
00:00:36.871 ->  Battery :13.09 V
00:00:36.908 ->  Speed:2.68 km/hr 
00:00:37.038 ->  Battery :13.10 V
00:00:37.210 ->  Battery :12.94 V
00:00:37.248 ->  Speed:2.34 km/hr 
00:00:37.377 ->  Battery :12.97 V
00:00:37.545 ->  Battery :13.16 V
00:00:37.585 ->  Speed:0.66 km/hr 
00:00:37.721 ->  Battery :13.13 V
00:00:37.757 ->  Speed:1.19 km/hr 
00:00:38.068 ->  Battery :13.02 V
00:00:38.242 ->  Battery :13.10 V
00:00:38.415 ->  Battery :13.04 V
00:00:38.589 ->  Battery :13.02 V
00:00:38.758 ->  Battery :12.96 V
00:00:38.795 ->  Speed:8.97 km/hr 
00:00:38.925 ->  Battery :13.09 V
00:00:39.117 ->  Speed:0.74 km/hr 
00:00:39.269 ->  Battery :13.03 V
00:00:39.307 ->  Speed:0.71 km/hr 
00:00:39.440 ->  Battery :13.12 V
00:00:39.480 ->  Speed:2.19 km/hr 
00:00:39.607 ->  Battery :13.13 V
00:00:39.645 ->  Speed:0.95 km/hr 
00:00:39.777 ->  Battery :12.99 V
00:00:39.815 ->  Speed:2.08 km/hr 
00:00:39.945 ->  Battery :13.12 V
00:00:40.112 ->  Battery :13.00 V
00:00:40.150 ->  Speed:0.66 km/hr 
00:00:40.285 ->  Battery :13.03 V
00:00:40.457 ->  Battery :13.15 V
00:00:40.495 ->  Speed:0.64 km/hr 
00:00:40.632 ->  Battery :12.99 V
00:00:40.670 ->  Speed:2.00 km/hr 
00:00:40.806 ->  Battery :12.96 V
00:00:40.843 ->  Speed:1.69 km/hr 
00:00:40.979 ->  Battery :13.12 V
00:00:41.017 ->  Speed:1.84 km/hr 
00:00:41.151 ->  Battery :12.93 V
00:00:41.189 ->  Speed:0.78 km/hr 
00:00:41.326 ->  Battery :13.07 V
00:00:41.385 ->  Speed:1.71 km/hr 
00:00:41.497 ->  Battery :12.96 V
00:00:41.535 ->  Speed:0.81 km/hr 
00:00:41.672 ->  Battery :13.09 V
00:00:41.710 ->  Speed:1.70 km/hr 
00:00:41.846 ->  Battery :13.04 V
00:00:42.017 ->  Battery :13.07 V
00:00:42.055 ->  Speed:0.74 km/hr 
00:00:42.192 ->  Battery :12.90 V
00:00:42.232 ->  Speed:1.70 km/hr 
00:00:42.366 ->  Battery :13.09 V
