00:00:02.903 ->  SD OK
00:00:02.933 ->  BREAK STOP
00:00:03.178 ->  Controller Set
00:00:04.929 ->  START
00:00:04.956 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.990 ->  Battery :0.70 V
00:00:05.039 ->  Speed:0.00 km/hr 
00:00:05.081 ->  Battery :0.76 V
00:00:05.129 ->  Speed:0.00 km/hr 
00:00:05.172 ->  Battery :0.74 V
00:00:05.220 ->  Speed:0.00 km/hr 
00:00:05.262 ->  Battery :0.76 V
00:00:05.310 ->  Speed:0.00 km/hr 
00:00:05.353 ->  Battery :0.76 V
00:00:05.401 ->  Speed:0.00 km/hr 
00:00:05.444 ->  Battery :0.76 V
00:00:05.492 ->  Speed:0.00 km/hr 
00:00:05.535 ->  Battery :0.76 V
00:00:05.583 ->  Speed:0.00 km/hr 
00:00:05.626 ->  Battery :0.76 V
00:00:05.675 ->  Speed:0.00 km/hr 
00:00:05.718 ->  Battery :0.74 V
00:00:05.766 ->  Speed:0.00 km/hr 
00:00:05.809 ->  Battery :0.73 V
00:00:05.857 ->  Speed:0.00 km/hr 
00:00:05.900 ->  Battery :0.76 V
00:00:05.948 ->  Speed:0.00 km/hr 
00:00:05.990 ->  Battery :0.77 V
00:00:06.038 ->  Speed:0.00 km/hr 
00:00:06.081 ->  Battery :0.73 V
00:00:06.132 ->  Speed:0.00 km/hr 
00:00:06.172 ->  Battery :0.71 V
00:00:06.220 ->  Speed:0.00 km/hr 
00:00:06.263 ->  Battery :0.67 V
00:00:06.311 ->  Speed:0.00 km/hr 
00:00:06.354 ->  Battery :0.73 V
00:00:06.403 ->  Speed:0.00 km/hr 
00:00:06.446 ->  Battery :0.70 V
00:00:06.494 ->  Speed:0.00 km/hr 
00:00:06.537 ->  Battery :0.70 V
00:00:06.585 ->  Speed:0.00 km/hr 
00:00:06.628 ->  Battery :0.74 V
00:00:06.676 ->  Speed:0.00 km/hr 
00:00:06.719 ->  Battery :0.74 V
00:00:06.767 ->  Speed:0.00 km/hr 
00:00:06.824 ->  Battery :0.65 V
00:00:06.873 ->  Speed:0.00 km/hr 
00:00:06.975 ->  Battery :0.73 V
00:00:07.023 ->  Speed:0.00 km/hr 
00:00:07.126 ->  Battery :0.73 V
00:00:07.174 ->  Speed:0.00 km/hr 
00:00:07.277 ->  Battery :0.73 V
00:00:07.325 ->  Speed:0.00 km/hr 
00:00:07.428 ->  Battery :0.73 V
00:00:07.477 ->  Speed:0.00 km/hr 
00:00:07.580 ->  Battery :0.73 V
00:00:07.627 ->  Speed:0.00 km/hr 
00:00:07.731 ->  Battery :0.74 V
00:00:07.779 ->  Speed:0.00 km/hr 
00:00:07.882 ->  Battery :0.73 V
00:00:07.930 ->  Speed:0.00 km/hr 
00:00:08.033 ->  Battery :0.73 V
00:00:08.081 ->  Speed:0.00 km/hr 
00:00:08.184 ->  Battery :0.74 V
00:00:08.232 ->  Speed:0.00 km/hr 
00:00:08.335 ->  Battery :0.74 V
00:00:08.383 ->  Speed:0.00 km/hr 
00:00:08.486 ->  Battery :0.73 V
00:00:08.535 ->  Speed:0.00 km/hr 
00:00:08.637 ->  Battery :0.74 V
00:00:08.685 ->  Speed:0.00 km/hr 
00:00:08.788 ->  Battery :0.73 V
00:00:08.837 ->  Speed:0.00 km/hr 
00:00:08.939 ->  Battery :0.73 V
00:00:08.989 ->  Speed:0.00 km/hr 
00:00:09.090 ->  Battery :0.73 V
00:00:09.138 ->  Speed:0.00 km/hr 
00:00:09.241 ->  Battery :0.73 V
00:00:09.289 ->  Speed:0.00 km/hr 
00:00:09.392 ->  Battery :0.73 V
00:00:09.440 ->  Speed:0.00 km/hr 
00:00:09.543 ->  Battery :0.73 V
00:00:09.591 ->  Speed:0.00 km/hr 
00:00:09.694 ->  Battery :0.73 V
00:00:09.742 ->  Speed:0.00 km/hr 
00:00:09.845 ->  Battery :0.73 V
00:00:09.893 ->  Speed:0.00 km/hr 
00:00:09.996 ->  Battery :0.74 V
00:00:10.044 ->  Speed:0.00 km/hr 
00:00:10.147 ->  Battery :0.73 V
00:00:10.195 ->  Speed:0.00 km/hr 
00:00:10.298 ->  Battery :0.73 V
00:00:10.346 ->  Speed:0.00 km/hr 
00:00:10.449 ->  Battery :0.74 V
00:00:10.498 ->  Speed:0.00 km/hr 
00:00:10.600 ->  Battery :0.74 V
00:00:10.648 ->  Speed:0.00 km/hr 
00:00:10.752 ->  Battery :0.74 V
00:00:10.800 ->  Speed:0.00 km/hr 
00:00:10.902 ->  Battery :0.74 V
00:00:10.950 ->  Speed:0.00 km/hr 
00:00:11.053 ->  Battery :0.73 V
00:00:11.101 ->  Speed:0.00 km/hr 
00:00:11.204 ->  Battery :0.73 V
00:00:11.252 ->  Speed:0.00 km/hr 
00:00:11.355 ->  Battery :0.73 V
00:00:11.403 ->  Speed:0.00 km/hr 
00:00:11.506 ->  Battery :0.73 V
00:00:11.554 ->  Speed:0.00 km/hr 
00:00:11.658 ->  Battery :0.73 V
00:00:11.705 ->  Speed:0.00 km/hr 
00:00:11.809 ->  Battery :0.73 V
00:00:11.856 ->  Speed:0.00 km/hr 
00:00:11.960 ->  Battery :0.73 V
00:00:12.008 ->  Speed:0.00 km/hr 
00:00:12.111 ->  Battery :0.73 V
00:00:12.160 ->  Speed:0.00 km/hr 
00:00:12.262 ->  Battery :0.73 V
00:00:12.312 ->  Speed:0.00 km/hr 
00:00:12.413 ->  Battery :0.73 V
00:00:12.462 ->  Speed:0.00 km/hr 
00:00:12.564 ->  Battery :0.74 V
00:00:12.612 ->  Speed:0.00 km/hr 
00:00:12.716 ->  Battery :0.74 V
00:00:12.764 ->  Speed:0.00 km/hr 
00:00:12.866 ->  Battery :0.74 V
00:00:12.914 ->  Speed:0.00 km/hr 
00:00:13.017 ->  Battery :0.74 V
00:00:13.065 ->  Speed:0.00 km/hr 
00:00:13.168 ->  Battery :0.74 V
00:00:13.216 ->  Speed:0.00 km/hr 
00:00:13.319 ->  Battery :0.73 V
00:00:13.369 ->  Speed:0.00 km/hr 
00:00:13.470 ->  Battery :0.74 V
00:00:13.518 ->  Speed:0.00 km/hr 
00:00:13.621 ->  Battery :0.73 V
00:00:13.669 ->  Speed:0.00 km/hr 
00:00:13.772 ->  Battery :0.73 V
00:00:13.820 ->  Speed:0.00 km/hr 
00:00:13.923 ->  Battery :0.73 V
00:00:13.971 ->  Speed:0.00 km/hr 
00:00:14.074 ->  Battery :0.73 V
00:00:14.123 ->  Speed:0.00 km/hr 
00:00:14.225 ->  Battery :0.74 V
00:00:14.273 ->  Speed:0.00 km/hr 
00:00:14.376 ->  Battery :0.73 V
00:00:14.425 ->  Speed:0.00 km/hr 
00:00:14.527 ->  Battery :0.73 V
00:00:14.575 ->  Speed:0.00 km/hr 
00:00:14.679 ->  Battery :0.74 V
00:00:14.727 ->  Speed:0.00 km/hr 
00:00:14.829 ->  Battery :0.74 V
00:00:14.877 ->  Speed:0.00 km/hr 
00:00:14.980 ->  Battery :0.74 V
00:00:15.028 ->  Speed:0.00 km/hr 
00:00:15.131 ->  Battery :0.74 V
00:00:15.180 ->  Speed:0.00 km/hr 
00:00:15.283 ->  Battery :0.74 V
00:00:15.331 ->  Speed:0.00 km/hr 
00:00:15.433 ->  Battery :0.74 V
00:00:15.481 ->  Speed:0.00 km/hr 
00:00:15.585 ->  Battery :0.74 V
00:00:15.635 ->  Speed:0.00 km/hr 
00:00:15.736 ->  Battery :0.74 V
00:00:15.784 ->  Speed:0.00 km/hr 
00:00:15.887 ->  Battery :0.74 V
00:00:15.935 ->  Speed:0.00 km/hr 
00:00:16.038 ->  Battery :0.74 V
00:00:16.087 ->  Speed:0.00 km/hr 
00:00:16.189 ->  Battery :0.74 V
00:00:16.237 ->  Speed:0.00 km/hr 
00:00:16.340 ->  Battery :0.74 V
00:00:16.389 ->  Speed:0.00 km/hr 
00:00:16.491 ->  Battery :0.73 V
00:00:16.539 ->  Speed:0.00 km/hr 
00:00:16.643 ->  Battery :0.74 V
00:00:16.693 ->  Speed:0.00 km/hr 
00:00:16.793 ->  Battery :0.74 V
00:00:16.841 ->  Speed:0.00 km/hr 
00:00:16.944 ->  Battery :0.74 V
00:00:16.992 ->  Speed:0.00 km/hr 
00:00:17.095 ->  Battery :0.74 V
00:00:17.143 ->  Speed:0.00 km/hr 
00:00:17.246 ->  Battery :0.74 V
00:00:17.294 ->  Speed:0.00 km/hr 
00:00:17.397 ->  Battery :0.74 V
00:00:17.445 ->  Speed:0.00 km/hr 
00:00:17.548 ->  Battery :0.76 V
00:00:17.596 ->  Speed:0.00 km/hr 
00:00:17.699 ->  Battery :0.74 V
00:00:17.747 ->  Speed:0.00 km/hr 
00:00:17.850 ->  Battery :0.74 V
00:00:17.898 ->  Speed:0.00 km/hr 
00:00:18.001 ->  Battery :0.74 V
00:00:18.050 ->  Speed:0.00 km/hr 
00:00:18.152 ->  Battery :0.74 V
00:00:18.200 ->  Speed:0.00 km/hr 
00:00:18.304 ->  Battery :0.74 V
00:00:18.352 ->  Speed:0.00 km/hr 
00:00:18.454 ->  Battery :0.73 V
00:00:18.502 ->  Speed:0.00 km/hr 
00:00:18.606 ->  Battery :0.74 V
00:00:18.654 ->  Speed:0.00 km/hr 
00:00:18.757 ->  Battery :0.74 V
00:00:18.805 ->  Speed:0.00 km/hr 
00:00:18.908 ->  Battery :0.74 V
00:00:18.954 ->  Speed:0.00 km/hr 
00:00:19.059 ->  Battery :0.74 V
00:00:19.107 ->  Speed:0.00 km/hr 
00:00:19.211 ->  Battery :0.76 V
00:00:19.259 ->  Speed:0.00 km/hr 
00:00:19.362 ->  Battery :0.74 V
00:00:19.410 ->  Speed:0.00 km/hr 
00:00:19.513 ->  Battery :0.76 V
00:00:19.561 ->  Speed:0.00 km/hr 
00:00:19.664 ->  Battery :0.74 V
00:00:19.713 ->  Speed:0.00 km/hr 
00:00:19.815 ->  Battery :0.74 V
00:00:19.863 ->  Speed:0.00 km/hr 
00:00:19.966 ->  Battery :0.74 V
00:00:20.017 ->  Speed:0.00 km/hr 
00:00:20.117 ->  Battery :0.74 V
00:00:20.165 ->  Speed:0.00 km/hr 
00:00:20.269 ->  Battery :0.74 V
00:00:20.317 ->  Speed:0.00 km/hr 
00:00:20.419 ->  Battery :0.74 V
00:00:20.467 ->  Speed:0.00 km/hr 
00:00:20.570 ->  Battery :0.74 V
00:00:20.618 ->  Speed:0.00 km/hr 
00:00:20.721 ->  Battery :0.74 V
00:00:20.769 ->  Speed:0.00 km/hr 
00:00:20.872 ->  Battery :0.74 V
00:00:20.920 ->  Speed:0.00 km/hr 
00:00:21.023 ->  Battery :0.74 V
00:00:21.071 ->  Speed:0.00 km/hr 
00:00:21.174 ->  Battery :0.74 V
00:00:21.222 ->  Speed:0.00 km/hr 
00:00:21.325 ->  Battery :0.74 V
00:00:21.373 ->  Speed:0.00 km/hr 
00:00:21.476 ->  Battery :0.76 V
00:00:21.524 ->  Speed:0.00 km/hr 
00:00:21.627 ->  Battery :0.74 V
00:00:21.676 ->  Speed:0.00 km/hr 
00:00:21.778 ->  Battery :0.74 V
00:00:21.826 ->  Speed:0.00 km/hr 
00:00:21.929 ->  Battery :0.76 V
00:00:21.978 ->  Speed:0.00 km/hr 
00:00:22.080 ->  Battery :0.74 V
00:00:22.128 ->  Speed:0.00 km/hr 
00:00:22.232 ->  Battery :0.74 V
00:00:22.280 ->  Speed:0.00 km/hr 
00:00:22.382 ->  Battery :0.74 V
00:00:22.430 ->  Speed:0.00 km/hr 
00:00:22.533 ->  Battery :0.76 V
00:00:22.581 ->  Speed:0.00 km/hr 
00:00:22.684 ->  Battery :0.74 V
00:00:22.732 ->  Speed:0.00 km/hr 
00:00:22.835 ->  Battery :0.74 V
00:00:22.883 ->  Speed:0.00 km/hr 
00:00:22.986 ->  Battery :0.74 V
00:00:23.034 ->  Speed:0.00 km/hr 
00:00:23.137 ->  Battery :0.74 V
00:00:23.185 ->  Speed:0.00 km/hr 
00:00:23.289 ->  Battery :0.74 V
00:00:23.340 ->  Speed:0.00 km/hr 
00:00:23.439 ->  Battery :0.74 V
00:00:23.487 ->  Speed:0.00 km/hr 
00:00:23.591 ->  Battery :0.74 V
00:00:23.640 ->  Speed:0.00 km/hr 
00:00:23.742 ->  Battery :0.76 V
00:00:23.790 ->  Speed:0.00 km/hr 
00:00:23.894 ->  Battery :0.76 V
00:00:23.942 ->  Speed:0.00 km/hr 
00:00:24.044 ->  Battery :0.76 V
00:00:24.092 ->  Speed:0.00 km/hr 
00:00:24.196 ->  Battery :0.76 V
00:00:24.244 ->  Speed:0.00 km/hr 
00:00:24.346 ->  Battery :0.76 V
00:00:24.394 ->  Speed:0.00 km/hr 
00:00:24.497 ->  Battery :0.76 V
00:00:24.545 ->  Speed:0.00 km/hr 
00:00:24.648 ->  Battery :0.76 V
00:00:24.696 ->  Speed:0.00 km/hr 
00:00:24.799 ->  Battery :0.74 V
00:00:24.847 ->  Speed:0.00 km/hr 
00:00:24.950 ->  Battery :0.74 V
00:00:24.998 ->  Speed:0.00 km/hr 
00:00:25.101 ->  Battery :0.74 V
00:00:25.149 ->  Speed:0.00 km/hr 
00:00:25.252 ->  Battery :0.74 V
00:00:25.300 ->  Speed:0.00 km/hr 
00:00:25.403 ->  Battery :0.74 V
00:00:25.451 ->  Speed:0.00 km/hr 
00:00:25.554 ->  Battery :0.74 V
00:00:25.603 ->  Speed:0.00 km/hr 
00:00:25.705 ->  Battery :0.76 V
00:00:25.753 ->  Speed:0.00 km/hr 
00:00:25.857 ->  Battery :0.76 V
00:00:25.905 ->  Speed:0.00 km/hr 
00:00:26.007 ->  Battery :0.76 V
00:00:26.055 ->  Speed:0.00 km/hr 
00:00:26.159 ->  Battery :0.74 V
00:00:26.207 ->  Speed:0.00 km/hr 
00:00:26.309 ->  Battery :0.76 V
00:00:26.357 ->  Speed:0.00 km/hr 
00:00:26.460 ->  Battery :0.76 V
00:00:26.508 ->  Speed:0.00 km/hr 
00:00:26.611 ->  Battery :0.76 V
00:00:26.662 ->  Speed:0.00 km/hr 
00:00:26.762 ->  Battery :0.76 V
00:00:26.810 ->  Speed:0.00 km/hr 
00:00:26.913 ->  Battery :0.76 V
00:00:26.961 ->  Speed:0.00 km/hr 
00:00:27.064 ->  Battery :0.76 V
00:00:27.112 ->  Speed:0.00 km/hr 
00:00:27.215 ->  Battery :0.74 V
00:00:27.264 ->  Speed:0.00 km/hr 
00:00:27.366 ->  Battery :0.74 V
00:00:27.414 ->  Speed:0.00 km/hr 
00:00:27.518 ->  Battery :0.74 V
00:00:27.567 ->  Speed:0.00 km/hr 
00:00:27.669 ->  Battery :0.76 V
00:00:27.717 ->  Speed:0.00 km/hr 
00:00:27.821 ->  Battery :0.74 V
00:00:27.869 ->  Speed:0.00 km/hr 
00:00:27.971 ->  Battery :0.74 V
00:00:28.019 ->  Speed:0.00 km/hr 
00:00:28.123 ->  Battery :0.74 V
00:00:28.171 ->  Speed:0.00 km/hr 
00:00:28.273 ->  Battery :0.76 V
00:00:28.321 ->  Speed:0.00 km/hr 
00:00:28.424 ->  Battery :0.76 V
00:00:28.472 ->  Speed:0.00 km/hr 
00:00:28.575 ->  Battery :0.76 V
00:00:28.623 ->  Speed:0.00 km/hr 
00:00:28.726 ->  Battery :0.76 V
00:00:28.774 ->  Speed:0.00 km/hr 
00:00:28.877 ->  Battery :0.76 V
00:00:28.925 ->  Speed:0.00 km/hr 
00:00:29.028 ->  Battery :0.76 V
00:00:29.076 ->  Speed:0.00 km/hr 
00:00:29.179 ->  Battery :0.76 V
00:00:29.228 ->  Speed:0.00 km/hr 
00:00:29.330 ->  Battery :0.76 V
00:00:29.378 ->  Speed:0.00 km/hr 
00:00:29.481 ->  Battery :0.76 V
00:00:29.530 ->  Speed:0.00 km/hr 
00:00:29.632 ->  Battery :0.76 V
00:00:29.680 ->  Speed:0.00 km/hr 
00:00:29.784 ->  Battery :0.76 V
00:00:29.832 ->  Speed:0.00 km/hr 
00:00:29.934 ->  Battery :0.74 V
00:00:29.984 ->  Speed:0.00 km/hr 
00:00:30.086 ->  Battery :0.76 V
00:00:30.134 ->  Speed:0.00 km/hr 
00:00:30.236 ->  Battery :0.76 V
00:00:30.284 ->  Speed:0.00 km/hr 
00:00:30.387 ->  Battery :0.74 V
00:00:30.435 ->  Speed:0.00 km/hr 
00:00:30.538 ->  Battery :0.76 V
00:00:30.586 ->  Speed:0.00 km/hr 
00:00:30.689 ->  Battery :0.76 V
00:00:30.737 ->  Speed:0.00 km/hr 
00:00:30.840 ->  Battery :0.76 V
00:00:30.888 ->  Speed:0.00 km/hr 
00:00:30.991 ->  Battery :0.76 V
00:00:31.042 ->  Speed:0.00 km/hr 
00:00:31.142 ->  Battery :0.76 V
