00:00:02.700 ->  SD OK
00:00:02.732 ->  BREAK STOP
00:00:02.975 ->  Controller Set
00:00:04.727 ->  START
00:00:04.754 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.789 ->  Battery :0.74 V
00:00:04.837 ->  Speed:0.00 km/hr 
00:00:04.879 ->  Battery :0.79 V
00:00:04.927 ->  Speed:0.00 km/hr 
00:00:04.970 ->  Battery :0.79 V
00:00:05.018 ->  Speed:0.00 km/hr 
00:00:05.061 ->  Battery :0.80 V
00:00:05.109 ->  Speed:0.00 km/hr 
00:00:05.152 ->  Battery :0.80 V
00:00:05.200 ->  Speed:0.00 km/hr 
00:00:05.243 ->  Battery :0.79 V
00:00:05.293 ->  Speed:0.00 km/hr 
00:00:05.335 ->  Battery :0.79 V
00:00:05.383 ->  Speed:0.00 km/hr 
00:00:05.426 ->  Battery :0.79 V
00:00:05.474 ->  Speed:0.00 km/hr 
00:00:05.517 ->  Battery :0.79 V
00:00:05.566 ->  Speed:0.00 km/hr 
00:00:05.607 ->  Battery :0.82 V
00:00:05.655 ->  Speed:0.00 km/hr 
00:00:05.698 ->  Battery :0.80 V
00:00:05.746 ->  Speed:0.00 km/hr 
00:00:05.789 ->  Battery :0.79 V
00:00:05.837 ->  Speed:0.00 km/hr 
00:00:05.880 ->  Battery :0.85 V
00:00:05.932 ->  Speed:0.00 km/hr 
00:00:05.971 ->  Battery :0.80 V
00:00:06.021 ->  Speed:0.00 km/hr 
00:00:06.063 ->  Battery :0.79 V
00:00:06.111 ->  Speed:0.00 km/hr 
00:00:06.154 ->  Battery :0.86 V
00:00:06.202 ->  Speed:0.00 km/hr 
00:00:06.244 ->  Battery :0.79 V
00:00:06.292 ->  Speed:0.00 km/hr 
00:00:06.335 ->  Battery :0.82 V
00:00:06.383 ->  Speed:0.00 km/hr 
00:00:06.426 ->  Battery :0.82 V
00:00:06.474 ->  Speed:0.00 km/hr 
00:00:06.576 ->  Battery :0.79 V
00:00:06.625 ->  Speed:0.00 km/hr 
00:00:06.727 ->  Battery :0.79 V
00:00:06.775 ->  Speed:0.00 km/hr 
00:00:06.878 ->  Battery :0.79 V
00:00:06.927 ->  Speed:0.00 km/hr 
00:00:07.029 ->  Battery :0.79 V
00:00:07.078 ->  Speed:0.00 km/hr 
00:00:07.180 ->  Battery :0.80 V
00:00:07.229 ->  Speed:0.00 km/hr 
00:00:07.331 ->  Battery :0.79 V
00:00:07.380 ->  Speed:0.00 km/hr 
00:00:07.482 ->  Battery :0.79 V
00:00:07.531 ->  Speed:0.00 km/hr 
00:00:07.633 ->  Battery :0.79 V
00:00:07.683 ->  Speed:0.00 km/hr 
00:00:07.784 ->  Battery :0.80 V
00:00:07.833 ->  Speed:0.00 km/hr 
00:00:07.936 ->  Battery :0.79 V
00:00:07.985 ->  Speed:0.00 km/hr 
00:00:08.086 ->  Battery :0.79 V
00:00:08.135 ->  Speed:0.00 km/hr 
00:00:08.238 ->  Battery :0.79 V
00:00:08.286 ->  Speed:0.00 km/hr 
00:00:08.389 ->  Battery :0.79 V
00:00:08.437 ->  Speed:0.00 km/hr 
