00:00:22.881 ->  SD OK
00:00:22.914 ->  BREAK STOP
00:00:23.150 ->  Controller Set
00:00:24.895 ->  START
00:00:40.116 ->  Battery :13.07 V
00:00:40.154 ->  Speed:0.00 km/hr 
00:00:40.286 ->  @20/5/28 11:6:34.71 Bike UNLOCK
00:00:40.305 ->  Battery :13.03 V
00:00:40.345 ->  Battery :13.04 V
00:00:40.386 ->  Battery :13.13 V
00:00:40.426 ->  Battery :13.09 V
00:00:40.466 ->  Battery :13.22 V
00:00:40.505 ->  Battery :13.12 V
00:00:40.593 ->  Battery :13.16 V
00:00:40.774 ->  Battery :13.18 V
00:00:40.956 ->  Battery :13.19 V
00:00:41.139 ->  Battery :13.26 V
00:00:41.321 ->  Battery :13.24 V
00:00:41.503 ->  Battery :13.19 V
00:00:41.686 ->  Battery :13.26 V
00:00:41.867 ->  Battery :13.18 V
00:00:42.049 ->  Battery :13.13 V
00:00:42.231 ->  Battery :13.31 V
00:00:42.413 ->  Battery :13.26 V
00:00:42.595 ->  Battery :13.24 V
00:00:42.777 ->  Battery :13.22 V
00:00:42.959 ->  Battery :13.19 V
00:00:43.142 ->  Battery :13.29 V
00:00:43.323 ->  Battery :13.32 V
00:00:43.505 ->  Battery :13.13 V
00:00:43.687 ->  Battery :13.22 V
00:00:43.870 ->  Battery :13.15 V
00:00:44.051 ->  Battery :13.25 V
00:00:44.233 ->  Battery :13.21 V
00:00:44.416 ->  Battery :13.19 V
00:00:44.598 ->  Battery :13.28 V
00:00:44.780 ->  Battery :13.26 V
00:00:44.961 ->  Battery :13.10 V
00:00:45.144 ->  Battery :13.19 V
00:00:45.326 ->  Battery :13.24 V
00:00:45.508 ->  Battery :13.16 V
00:00:45.689 ->  Battery :13.07 V
00:00:45.872 ->  Battery :13.15 V
00:00:46.054 ->  Battery :13.19 V
00:00:46.236 ->  Battery :13.12 V
00:00:46.417 ->  Battery :13.10 V
00:00:46.782 ->  Battery :13.12 V
00:00:46.964 ->  Battery :13.09 V
00:00:47.147 ->  Battery :13.15 V
00:00:47.328 ->  Battery :13.03 V
00:00:47.510 ->  Battery :13.06 V
00:00:47.692 ->  Battery :13.13 V
00:00:47.875 ->  Battery :13.04 V
00:00:48.056 ->  Battery :13.06 V
00:00:48.420 ->  Battery :13.09 V
00:00:48.603 ->  Battery :13.12 V
00:00:48.785 ->  Battery :13.19 V
00:00:48.966 ->  Battery :13.07 V
00:00:49.148 ->  Battery :13.18 V
00:00:49.331 ->  Battery :13.12 V
00:00:49.513 ->  Battery :13.09 V
00:00:49.694 ->  Battery :13.12 V
00:00:49.876 ->  Battery :13.19 V
00:00:50.059 ->  Battery :13.13 V
00:00:50.423 ->  Battery :13.10 V
00:00:50.605 ->  Battery :13.12 V
00:00:50.787 ->  Battery :13.10 V
00:00:50.969 ->  Battery :13.06 V
00:00:51.151 ->  Battery :13.18 V
00:00:51.333 ->  Battery :13.25 V
00:00:51.515 ->  Battery :13.04 V
00:00:51.697 ->  Battery :13.10 V
00:00:51.879 ->  Battery :13.18 V
00:00:52.061 ->  Battery :13.19 V
00:00:52.243 ->  Battery :13.18 V
00:00:52.608 ->  Battery :13.07 V
00:00:52.790 ->  Battery :13.13 V
00:00:53.153 ->  Battery :13.06 V
00:00:53.336 ->  Battery :13.15 V
00:00:53.518 ->  Battery :13.09 V
00:00:53.699 ->  Battery :13.13 V
00:00:53.881 ->  Battery :13.12 V
00:00:54.064 ->  Battery :13.15 V
00:00:54.246 ->  Battery :13.03 V
