00:00:02.863 ->  SD OK~
00:00:02.947 ->  BREAK STOP~
00:00:03.209 ->  Controller Err~
00:00:04.473 ->  START~
00:00:04.533 ->  ERROR OCCUR  ~
00:00:04.593 ->  BREAK STOP  ~
00:00:04.656 ->  (122,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.716 ->  ERROR OCCUR  ~
00:00:04.776 ->  BREAK STOP  ~
00:00:04.839 ->  (109,122,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.899 ->  ERROR OCCUR  ~
00:00:04.960 ->  BREAK STOP  ~
00:00:05.022 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.083 ->  ERROR OCCUR  ~
00:00:05.145 ->  BREAK STOP  ~
00:00:05.208 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.269 ->  ERROR OCCUR  ~
00:00:05.328 ->  BREAK STOP  ~
00:00:05.391 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.452 ->  ERROR OCCUR  ~
00:00:05.513 ->  BREAK STOP  ~
00:00:05.575 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.636 ->  ERROR OCCUR  ~
00:00:05.696 ->  BREAK STOP  ~
00:00:05.758 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.819 ->  ERROR OCCUR  ~
00:00:05.882 ->  BREAK STOP  ~
00:00:05.943 ->  ERROR OCCUR  ~
00:00:06.003 ->  BREAK STOP  ~
00:00:06.064 ->  ERROR OCCUR  ~
00:00:06.124 ->  BREAK STOP  ~
00:00:06.185 ->  (111,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.247 ->  ERROR OCCUR  ~
00:00:06.306 ->  BREAK STOP  ~
00:00:06.368 ->  ERROR OCCUR  ~
00:00:06.428 ->  BREAK STOP  ~
00:00:06.491 ->  (109,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.551 ->  ERROR OCCUR  ~
00:00:06.611 ->  BREAK STOP  ~
00:00:06.674 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.737 ->  ERROR OCCUR  ~
00:00:06.798 ->  BREAK STOP  ~
00:00:06.873 ->  ERROR OCCUR  ~
00:00:06.933 ->  BREAK STOP  ~
00:00:06.995 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.056 ->  ERROR OCCUR  ~
00:00:07.116 ->  BREAK STOP  ~
00:00:07.177 ->  ERROR OCCUR  ~
00:00:07.237 ->  BREAK STOP  ~
00:00:07.298 ->  ERROR OCCUR  ~
00:00:07.358 ->  BREAK STOP  ~
00:00:07.420 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.481 ->  ERROR OCCUR  ~
00:00:07.544 ->  BREAK STOP  ~
00:00:07.607 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.667 ->  ERROR OCCUR  ~
00:00:07.728 ->  BREAK STOP  ~
00:00:07.788 ->  ERROR OCCUR  ~
00:00:07.848 ->  BREAK STOP  ~
00:00:07.911 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.972 ->  ERROR OCCUR  ~
00:00:08.032 ->  BREAK STOP  ~
00:00:08.094 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.156 ->  ERROR OCCUR  ~
00:00:08.215 ->  BREAK STOP  ~
00:00:08.276 ->  ERROR OCCUR  ~
00:00:08.339 ->  BREAK STOP  ~
00:00:08.401 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.462 ->  ERROR OCCUR  ~
00:00:08.522 ->  BREAK STOP  ~
00:00:08.585 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.646 ->  ERROR OCCUR  ~
00:00:08.706 ->  BREAK STOP  ~
00:00:08.767 ->  ERROR OCCUR  ~
00:00:08.826 ->  BREAK STOP  ~
00:00:08.889 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.950 ->  ERROR OCCUR  ~
00:00:09.011 ->  BREAK STOP  ~
00:00:09.073 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.137 ->  ERROR OCCUR  ~
00:00:09.196 ->  BREAK STOP  ~
00:00:09.257 ->  ERROR OCCUR  ~
00:00:09.318 ->  BREAK STOP  ~
00:00:09.380 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.441 ->  ERROR OCCUR  ~
00:00:09.501 ->  BREAK STOP  ~
00:00:09.562 ->  ERROR OCCUR  ~
00:00:09.622 ->  BREAK STOP  ~
