00:00:02.821 ->  SD OK~
00:00:02.895 ->  BREAK STOP~
00:00:03.149 ->  Controller Err~
00:00:04.406 ->  START~
00:00:04.458 ->  ERROR OCCUR  ~
00:00:04.509 ->  BREAK STOP  ~
00:00:04.563 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.617 ->  ERROR OCCUR  ~
00:00:04.669 ->  BREAK STOP  ~
00:00:04.722 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.775 ->  ERROR OCCUR  ~
00:00:04.827 ->  BREAK STOP  ~
00:00:04.881 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.934 ->  ERROR OCCUR  ~
00:00:04.988 ->  BREAK STOP  ~
00:00:05.043 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.096 ->  ERROR OCCUR  ~
00:00:05.148 ->  BREAK STOP  ~
00:00:05.200 ->  ERROR OCCUR  ~
00:00:05.253 ->  BREAK STOP  ~
00:00:05.307 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.359 ->  ERROR OCCUR  ~
00:00:05.411 ->  BREAK STOP  ~
00:00:05.465 ->  ERROR OCCUR  ~
00:00:05.517 ->  BREAK STOP  ~
00:00:05.571 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.623 ->  ERROR OCCUR  ~
00:00:05.678 ->  BREAK STOP  ~
00:00:05.732 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.785 ->  ERROR OCCUR  ~
00:00:05.837 ->  BREAK STOP  ~
00:00:05.890 ->  ERROR OCCUR  ~
00:00:05.942 ->  BREAK STOP  ~
00:00:05.996 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.049 ->  ERROR OCCUR  ~
00:00:06.102 ->  BREAK STOP  ~
00:00:06.154 ->  ERROR OCCUR  ~
00:00:06.206 ->  BREAK STOP  ~
00:00:06.258 ->  ERROR OCCUR  ~
00:00:06.310 ->  BREAK STOP  ~
00:00:06.363 ->  ERROR OCCUR  ~
00:00:06.418 ->  BREAK STOP  ~
00:00:06.472 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.524 ->  ERROR OCCUR  ~
00:00:06.577 ->  BREAK STOP  ~
00:00:06.631 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.684 ->  ERROR OCCUR  ~
00:00:06.736 ->  BREAK STOP  ~
00:00:06.789 ->  ERROR OCCUR  ~
00:00:06.841 ->  BREAK STOP  ~
00:00:06.893 ->  ERROR OCCUR  ~
00:00:06.945 ->  BREAK STOP  ~
00:00:06.999 ->  ERROR OCCUR  ~
00:00:07.050 ->  BREAK STOP  ~
00:00:07.105 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.160 ->  ERROR OCCUR  ~
00:00:07.212 ->  BREAK STOP  ~
00:00:07.267 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.319 ->  ERROR OCCUR  ~
00:00:07.371 ->  BREAK STOP  ~
00:00:07.424 ->  ERROR OCCUR  ~
00:00:07.476 ->  BREAK STOP  ~
00:00:07.529 ->  ERROR OCCUR  ~
00:00:07.580 ->  BREAK STOP  ~
00:00:07.635 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.688 ->  ERROR OCCUR  ~
00:00:07.740 ->  BREAK STOP  ~
00:00:07.794 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.849 ->  ERROR OCCUR  ~
00:00:07.902 ->  BREAK STOP  ~
00:00:07.954 ->  ERROR OCCUR  ~
00:00:08.006 ->  BREAK STOP  ~
00:00:08.058 ->  ERROR OCCUR  ~
00:00:08.111 ->  BREAK STOP  ~
00:00:08.165 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.218 ->  ERROR OCCUR  ~
00:00:08.270 ->  BREAK STOP  ~
00:00:08.325 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.377 ->  ERROR OCCUR  ~
00:00:08.429 ->  BREAK STOP  ~
00:00:08.481 ->  ERROR OCCUR  ~
00:00:08.537 ->  BREAK STOP  ~
00:00:08.589 ->  ERROR OCCUR  ~
