00:00:02.698 ->  SD OK
00:00:02.726 ->  BREAK STOP
00:00:02.968 ->  Controller Set
00:00:04.717 ->  START
00:00:05.370 ->  (116,92,101,92,0.00,100,0)	FORWARD     92　93　94　95　96　97　98　99　100　101　
00:00:05.394 ->  Battery :12.14 V
00:00:05.438 ->  Speed:0.00 km/hr 
00:00:05.493 ->  (93,116,93,101,0.00,100,0)	BREAK STOPPING 
00:00:05.526 ->  Battery :12.15 V
00:00:05.570 ->  Speed:0.00 km/hr 
00:00:05.617 ->  Battery :12.12 V
00:00:05.661 ->  Speed:0.00 km/hr 
00:00:05.708 ->  Battery :12.08 V
00:00:05.754 ->  Speed:0.00 km/hr 
00:00:05.799 ->  Battery :12.14 V
00:00:05.843 ->  Speed:0.00 km/hr 
00:00:05.891 ->  Battery :12.12 V
00:00:05.935 ->  Speed:0.00 km/hr 
00:00:05.982 ->  Battery :12.14 V
00:00:06.025 ->  Speed:0.00 km/hr 
00:00:06.072 ->  Battery :12.02 V
00:00:06.116 ->  Speed:0.02 km/hr 
00:00:06.163 ->  Battery :12.03 V
00:00:06.207 ->  Speed:0.02 km/hr 
00:00:06.254 ->  Battery :12.11 V
00:00:06.298 ->  Speed:2.78 km/hr 
00:00:06.345 ->  Battery :12.09 V
00:00:06.391 ->  Speed:2.99 km/hr 
00:00:06.436 ->  Battery :12.11 V
00:00:06.480 ->  Speed:2.86 km/hr 
00:00:06.528 ->  Battery :12.12 V
00:00:06.572 ->  Speed:2.86 km/hr 
00:00:06.619 ->  Battery :12.11 V
00:00:06.663 ->  Speed:2.86 km/hr 
00:00:06.709 ->  Battery :12.06 V
00:00:06.754 ->  Speed:2.78 km/hr 
00:00:06.800 ->  Battery :12.14 V
00:00:06.844 ->  Speed:2.71 km/hr 
00:00:06.931 ->  Battery :12.14 V
00:00:06.975 ->  Speed:2.71 km/hr 
00:00:07.083 ->  Battery :12.11 V
00:00:07.127 ->  Speed:2.71 km/hr 
00:00:07.233 ->  Battery :12.12 V
00:00:07.277 ->  Speed:2.64 km/hr 
00:00:07.385 ->  Battery :12.12 V
00:00:07.429 ->  Speed:2.64 km/hr 
00:00:07.535 ->  Battery :12.14 V
00:00:07.579 ->  Speed:2.61 km/hr 
00:00:07.687 ->  Battery :12.12 V
00:00:07.731 ->  Speed:2.57 km/hr 
00:00:07.837 ->  Battery :12.09 V
00:00:07.881 ->  Speed:2.54 km/hr 
00:00:07.989 ->  Battery :12.09 V
00:00:08.034 ->  Speed:2.48 km/hr 
00:00:08.139 ->  Battery :12.12 V
00:00:08.183 ->  Speed:2.78 km/hr 
00:00:08.292 ->  Battery :12.12 V
00:00:08.336 ->  Speed:2.39 km/hr 
00:00:08.442 ->  Battery :12.09 V
00:00:08.486 ->  Speed:2.34 km/hr 
00:00:08.594 ->  Battery :12.12 V
00:00:08.638 ->  Speed:2.34 km/hr 
00:00:08.744 ->  Battery :12.11 V
00:00:08.788 ->  Speed:2.51 km/hr 
00:00:08.895 ->  Battery :12.12 V
00:00:08.939 ->  Speed:2.24 km/hr 
00:00:09.047 ->  Battery :12.12 V
00:00:09.091 ->  Speed:2.21 km/hr 
00:00:09.197 ->  Battery :12.14 V
00:00:09.241 ->  Speed:2.24 km/hr 
00:00:09.349 ->  Battery :12.12 V
00:00:09.395 ->  Speed:2.14 km/hr 
00:00:09.499 ->  Battery :12.11 V
00:00:09.543 ->  Speed:2.10 km/hr 
00:00:09.651 ->  Battery :12.14 V
00:00:09.695 ->  Speed:2.08 km/hr 
00:00:09.801 ->  Battery :12.14 V
00:00:09.845 ->  Speed:2.04 km/hr 
00:00:09.953 ->  Battery :12.14 V
00:00:09.997 ->  Speed:2.02 km/hr 
00:00:10.103 ->  Battery :12.12 V
00:00:10.147 ->  Speed:2.00 km/hr 
00:00:10.255 ->  Battery :12.12 V
00:00:10.299 ->  Speed:1.96 km/hr 
00:00:10.405 ->  Battery :12.06 V
00:00:10.451 ->  Speed:1.96 km/hr 
00:00:10.557 ->  Battery :12.06 V
00:00:10.601 ->  Speed:1.92 km/hr 
00:00:10.708 ->  Battery :12.12 V
00:00:10.753 ->  Speed:1.91 km/hr 
00:00:10.859 ->  Battery :12.14 V
00:00:10.903 ->  Speed:1.87 km/hr 
00:00:11.011 ->  Battery :12.14 V
00:00:11.055 ->  Speed:1.71 km/hr 
00:00:11.161 ->  Battery :12.14 V
00:00:11.205 ->  Speed:1.34 km/hr 
00:00:11.313 ->  Battery :12.14 V
00:00:11.357 ->  Speed:1.34 km/hr 
00:00:11.463 ->  Battery :12.14 V
00:00:11.507 ->  Speed:1.34 km/hr 
00:00:11.615 ->  Battery :12.12 V
00:00:11.659 ->  Speed:1.34 km/hr 
00:00:11.765 ->  Battery :12.12 V
00:00:11.809 ->  Speed:1.34 km/hr 
00:00:11.917 ->  Battery :12.14 V
00:00:11.961 ->  Speed:1.34 km/hr 
00:00:12.067 ->  Battery :12.12 V
00:00:12.111 ->  Speed:0.00 km/hr 
00:00:12.219 ->  Battery :12.14 V
00:00:12.263 ->  Speed:0.00 km/hr 
00:00:12.369 ->  Battery :12.12 V
00:00:12.413 ->  Speed:0.00 km/hr 
00:00:12.520 ->  Battery :12.11 V
00:00:12.564 ->  Speed:0.00 km/hr 
00:00:12.672 ->  Battery :12.12 V
00:00:12.716 ->  Speed:0.00 km/hr 
00:00:12.861 ->  (94,93,94,93,0.00,100,0)	BREAK STOPPED 93　94　
00:00:12.894 ->  Battery :12.05 V
00:00:12.938 ->  Speed:0.00 km/hr 
00:00:13.932 ->  (108,94,108,94,0.00,100,0)	FORWARD     94　95　96　97　98　99　100　101　102　103　104　105　106　107　108　
00:00:13.955 ->  Battery :12.12 V
00:00:13.999 ->  Speed:0.00 km/hr 
00:00:14.047 ->  Battery :12.12 V
00:00:14.090 ->  Speed:0.00 km/hr 
00:00:14.123 ->  (107,108,108,108,0.00,100,0)	FORWARD     
00:00:14.146 ->  Battery :12.12 V
00:00:14.190 ->  Speed:0.00 km/hr 
00:00:14.297 ->  (106,107,106,108,0.00,100,0)	FORWARD     108　107　106　
00:00:14.319 ->  Battery :12.11 V
00:00:14.363 ->  Speed:0.00 km/hr 
00:00:14.443 ->  (104,106,105,106,0.00,100,0)	FORWARD     106　105　
00:00:14.467 ->  Battery :12.14 V
00:00:14.511 ->  Speed:0.44 km/hr 
00:00:14.562 ->  Battery :12.05 V
00:00:14.606 ->  Speed:1.34 km/hr 
00:00:16.226 ->  (104,104,104,105,1.34,100,0)	FORWARD     105　104　
