00:00:02.761 ->  SD OK
00:00:02.808 ->  BREAK STOP
00:00:03.063 ->  Controller Set
00:00:04.826 ->  START
00:00:04.864 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.909 ->  Battery :0.79 V
00:00:04.968 ->  Speed:0.00 km/hr 
00:00:05.005 ->  Battery :0.85 V
00:00:05.063 ->  Speed:0.00 km/hr 
00:00:05.099 ->  Battery :0.85 V
00:00:05.158 ->  Speed:0.00 km/hr 
00:00:05.195 ->  Battery :0.86 V
00:00:05.254 ->  Speed:0.00 km/hr 
00:00:05.289 ->  Battery :0.86 V
00:00:05.349 ->  Speed:0.00 km/hr 
00:00:05.388 ->  Battery :0.86 V
00:00:05.447 ->  Speed:0.00 km/hr 
00:00:05.483 ->  Battery :0.86 V
00:00:05.542 ->  Speed:0.00 km/hr 
00:00:05.579 ->  Battery :0.86 V
00:00:05.639 ->  Speed:0.00 km/hr 
00:00:05.675 ->  Battery :0.83 V
00:00:05.734 ->  Speed:0.00 km/hr 
00:00:05.770 ->  Battery :0.86 V
00:00:05.829 ->  Speed:0.00 km/hr 
00:00:05.865 ->  Battery :0.87 V
00:00:05.924 ->  Speed:0.00 km/hr 
00:00:05.961 ->  Battery :0.86 V
00:00:06.021 ->  Speed:0.00 km/hr 
00:00:06.056 ->  Battery :0.86 V
00:00:06.118 ->  Speed:0.00 km/hr 
00:00:06.155 ->  Battery :0.85 V
00:00:06.214 ->  Speed:0.00 km/hr 
00:00:06.250 ->  Battery :0.86 V
00:00:06.309 ->  Speed:0.00 km/hr 
00:00:06.345 ->  Battery :0.85 V
00:00:06.405 ->  Speed:0.00 km/hr 
00:00:06.440 ->  Battery :0.77 V
00:00:06.500 ->  Speed:0.00 km/hr 
00:00:06.537 ->  Battery :0.85 V
00:00:06.596 ->  Speed:0.00 km/hr 
00:00:06.632 ->  Battery :0.87 V
00:00:06.691 ->  Speed:0.00 km/hr 
00:00:06.728 ->  Battery :0.86 V
00:00:06.787 ->  Speed:0.00 km/hr 
00:00:06.857 ->  Battery :0.86 V
00:00:06.916 ->  Speed:0.00 km/hr 
00:00:07.008 ->  Battery :0.86 V
00:00:07.066 ->  Speed:0.00 km/hr 
00:00:07.159 ->  Battery :0.85 V
00:00:07.219 ->  Speed:0.00 km/hr 
00:00:07.310 ->  Battery :0.86 V
00:00:07.369 ->  Speed:0.00 km/hr 
00:00:07.461 ->  Battery :0.86 V
00:00:07.521 ->  Speed:0.00 km/hr 
00:00:07.612 ->  Battery :0.85 V
00:00:07.671 ->  Speed:0.00 km/hr 
00:00:07.763 ->  Battery :0.85 V
00:00:07.823 ->  Speed:0.00 km/hr 
00:00:07.914 ->  Battery :0.85 V
00:00:07.973 ->  Speed:0.00 km/hr 
00:00:08.066 ->  Battery :0.85 V
00:00:08.125 ->  Speed:0.00 km/hr 
00:00:08.216 ->  Battery :0.85 V
00:00:08.275 ->  Speed:0.00 km/hr 
00:00:08.368 ->  Battery :0.85 V
00:00:08.427 ->  Speed:0.00 km/hr 
00:00:08.518 ->  Battery :0.85 V
00:00:08.578 ->  Speed:0.00 km/hr 
00:00:08.670 ->  Battery :0.86 V
00:00:08.729 ->  Speed:0.00 km/hr 
00:00:08.820 ->  Battery :0.85 V
00:00:08.893 ->  Speed:0.00 km/hr 
00:00:08.971 ->  Battery :0.86 V
00:00:09.032 ->  Speed:0.00 km/hr 
00:00:09.122 ->  Battery :0.86 V
00:00:09.182 ->  Speed:0.00 km/hr 
00:00:09.273 ->  Battery :0.86 V
00:00:09.332 ->  Speed:0.00 km/hr 
00:00:09.424 ->  Battery :0.86 V
00:00:09.484 ->  Speed:0.00 km/hr 
00:00:09.575 ->  Battery :0.86 V
00:00:09.634 ->  Speed:0.00 km/hr 
00:00:09.726 ->  Battery :0.86 V
00:00:09.786 ->  Speed:0.00 km/hr 
00:00:09.877 ->  Battery :0.85 V
00:00:09.936 ->  Speed:0.00 km/hr 
00:00:10.029 ->  Battery :0.83 V
00:00:10.088 ->  Speed:0.00 km/hr 
00:00:10.179 ->  Battery :0.85 V
00:00:10.238 ->  Speed:0.00 km/hr 
00:00:10.331 ->  Battery :0.86 V
00:00:10.390 ->  Speed:0.00 km/hr 
00:00:10.481 ->  Battery :0.85 V
00:00:10.541 ->  Speed:0.00 km/hr 
00:00:10.633 ->  Battery :0.86 V
00:00:10.692 ->  Speed:0.00 km/hr 
00:00:10.784 ->  Battery :0.87 V
00:00:10.843 ->  Speed:0.00 km/hr 
00:00:10.935 ->  Battery :0.86 V
00:00:10.993 ->  Speed:0.00 km/hr 
00:00:11.086 ->  Battery :0.87 V
00:00:11.145 ->  Speed:0.00 km/hr 
00:00:11.237 ->  Battery :0.86 V
00:00:11.295 ->  Speed:0.00 km/hr 
00:00:11.388 ->  Battery :0.85 V
00:00:11.447 ->  Speed:0.00 km/hr 
00:00:11.539 ->  Battery :0.86 V
00:00:11.597 ->  Speed:0.00 km/hr 
00:00:11.691 ->  Battery :0.85 V
00:00:11.749 ->  Speed:0.00 km/hr 
00:00:11.841 ->  Battery :0.85 V
00:00:11.899 ->  Speed:0.00 km/hr 
00:00:11.993 ->  Battery :0.87 V
00:00:12.051 ->  Speed:0.00 km/hr 
00:00:12.143 ->  Battery :0.83 V
00:00:12.201 ->  Speed:0.00 km/hr 
00:00:12.295 ->  Battery :0.86 V
00:00:12.356 ->  Speed:0.00 km/hr 
00:00:12.445 ->  Battery :0.86 V
00:00:12.505 ->  Speed:0.00 km/hr 
00:00:12.597 ->  Battery :0.86 V
00:00:12.655 ->  Speed:0.00 km/hr 
00:00:12.748 ->  Battery :0.86 V
00:00:12.807 ->  Speed:0.00 km/hr 
00:00:12.899 ->  Battery :0.86 V
00:00:12.957 ->  Speed:0.00 km/hr 
00:00:13.050 ->  Battery :0.86 V
00:00:13.109 ->  Speed:0.00 km/hr 
00:00:13.201 ->  Battery :0.86 V
00:00:13.260 ->  Speed:0.00 km/hr 
00:00:13.352 ->  Battery :0.85 V
00:00:13.414 ->  Speed:0.00 km/hr 
00:00:13.503 ->  Battery :0.85 V
00:00:13.562 ->  Speed:0.00 km/hr 
00:00:13.655 ->  Battery :0.86 V
00:00:13.714 ->  Speed:0.00 km/hr 
00:00:13.805 ->  Battery :0.86 V
00:00:13.864 ->  Speed:0.00 km/hr 
00:00:13.957 ->  Battery :0.85 V
00:00:14.016 ->  Speed:0.00 km/hr 
00:00:14.107 ->  Battery :0.85 V
00:00:14.167 ->  Speed:0.00 km/hr 
00:00:14.259 ->  Battery :0.85 V
00:00:14.318 ->  Speed:0.00 km/hr 
00:00:14.409 ->  Battery :0.85 V
00:00:14.469 ->  Speed:0.00 km/hr 
00:00:14.560 ->  Battery :0.86 V
00:00:14.619 ->  Speed:0.00 km/hr 
00:00:14.711 ->  Battery :0.85 V
00:00:14.771 ->  Speed:0.00 km/hr 
00:00:14.862 ->  Battery :0.86 V
00:00:14.921 ->  Speed:0.00 km/hr 
00:00:15.013 ->  Battery :0.87 V
00:00:15.073 ->  Speed:0.00 km/hr 
00:00:15.164 ->  Battery :0.87 V
00:00:15.223 ->  Speed:0.00 km/hr 
00:00:15.315 ->  Battery :0.87 V
00:00:15.375 ->  Speed:0.00 km/hr 
00:00:15.466 ->  Battery :0.86 V
00:00:15.525 ->  Speed:0.00 km/hr 
00:00:15.618 ->  Battery :0.86 V
00:00:15.680 ->  Speed:0.00 km/hr 
00:00:15.769 ->  Battery :0.86 V
00:00:15.827 ->  Speed:0.00 km/hr 
00:00:15.921 ->  Battery :0.83 V
00:00:15.979 ->  Speed:0.00 km/hr 
00:00:16.070 ->  Battery :0.85 V
00:00:16.130 ->  Speed:0.00 km/hr 
