00:00:00.239 ->  SD OK~
00:00:00.315 ->  BREAK STOP~
00:00:00.568 ->  Controller Err~
00:00:00.825 ->  START~
00:00:00.877 ->  ERROR OCCUR  ~
00:00:00.928 ->  BREAK STOP  ~
00:00:00.982 ->  (126,92,94,92,0.00,100,0)	BREAK STOPPED ~
00:00:00.035 ->  ERROR OCCUR  ~
00:00:00.087 ->  BREAK STOP  ~
00:00:00.140 ->  (112,126,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.193 ->  ERROR OCCUR  ~
00:00:00.244 ->  BREAK STOP  ~
00:00:00.299 ->  (111,112,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.351 ->  ERROR OCCUR  ~
00:00:00.405 ->  BREAK STOP  ~
00:00:00.459 ->  (112,111,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.512 ->  ERROR OCCUR  ~
00:00:00.564 ->  BREAK STOP  ~
00:00:00.616 ->  ERROR OCCUR  ~
00:00:00.668 ->  BREAK STOP  ~
00:00:00.723 ->  (110,112,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.775 ->  ERROR OCCUR  ~
00:00:00.827 ->  BREAK STOP  ~
00:00:00.879 ->  ERROR OCCUR  ~
00:00:00.932 ->  BREAK STOP  ~
00:00:00.986 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.038 ->  ERROR OCCUR  ~
00:00:00.093 ->  BREAK STOP  ~
00:00:00.147 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.200 ->  ERROR OCCUR  ~
00:00:00.252 ->  BREAK STOP  ~
00:00:00.306 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.359 ->  ERROR OCCUR  ~
00:00:00.411 ->  BREAK STOP  ~
00:00:00.465 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.517 ->  ERROR OCCUR  ~
00:00:00.569 ->  BREAK STOP  ~
00:00:00.624 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.676 ->  ERROR OCCUR  ~
00:00:00.730 ->  BREAK STOP  ~
00:00:00.785 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.838 ->  ERROR OCCUR  ~
00:00:00.889 ->  BREAK STOP  ~
00:00:00.943 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.996 ->  ERROR OCCUR  ~
00:00:00.048 ->  BREAK STOP  ~
00:00:00.101 ->  ERROR OCCUR  ~
00:00:00.152 ->  BREAK STOP  ~
00:00:00.204 ->  ERROR OCCUR  ~
00:00:00.257 ->  BREAK STOP  ~
00:00:00.311 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.363 ->  ERROR OCCUR  ~
00:00:00.418 ->  BREAK STOP  ~
00:00:00.473 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.525 ->  ERROR OCCUR  ~
00:00:00.577 ->  BREAK STOP  ~
00:00:00.629 ->  ERROR OCCUR  ~
00:00:00.682 ->  BREAK STOP  ~
00:00:00.736 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.788 ->  ERROR OCCUR  ~
00:00:00.840 ->  BREAK STOP  ~
00:00:00.895 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.947 ->  ERROR OCCUR  ~
00:00:00.999 ->  BREAK STOP  ~
00:00:00.051 ->  ERROR OCCUR  ~
00:00:00.105 ->  BREAK STOP  ~
00:00:00.160 ->  (110,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.213 ->  ERROR OCCUR  ~
00:00:00.264 ->  BREAK STOP  ~
00:00:00.318 ->  (112,110,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.371 ->  ERROR OCCUR  ~
00:00:00.423 ->  BREAK STOP  ~
00:00:00.475 ->  ERROR OCCUR  ~
00:00:00.527 ->  BREAK STOP  ~
00:00:00.582 ->  (110,112,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.634 ->  ERROR OCCUR  ~
00:00:00.686 ->  BREAK STOP  ~
00:00:00.738 ->  ERROR OCCUR  ~
00:00:00.794 ->  BREAK STOP  ~
00:00:00.848 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.900 ->  ERROR OCCUR  ~
00:00:00.952 ->  BREAK STOP  ~
00:00:00.005 ->  ERROR OCCUR  ~
00:00:00.057 ->  BREAK STOP  ~
00:00:00.109 ->  ERROR OCCUR  ~
00:00:00.160 ->  BREAK STOP  ~
00:00:00.214 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.268 ->  ERROR OCCUR  ~
00:00:00.320 ->  BREAK STOP  ~
00:00:00.374 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.426 ->  ERROR OCCUR  ~
00:00:00.481 ->  BREAK STOP  ~
00:00:00.533 ->  ERROR OCCUR  ~
00:00:00.585 ->  BREAK STOP  ~
00:00:00.637 ->  ERROR OCCUR  ~
00:00:00.689 ->  BREAK STOP  ~
00:00:00.743 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.796 ->  ERROR OCCUR  ~
00:00:00.847 ->  BREAK STOP  ~
00:00:00.902 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.954 ->  ERROR OCCUR  ~
00:00:00.006 ->  BREAK STOP  ~
00:00:00.058 ->  ERROR OCCUR  ~
00:00:00.110 ->  BREAK STOP  ~
00:00:00.164 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.219 ->  ERROR OCCUR  ~
00:00:00.270 ->  BREAK STOP  ~
00:00:00.324 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.378 ->  ERROR OCCUR  ~
00:00:00.429 ->  BREAK STOP  ~
00:00:00.481 ->  ERROR OCCUR  ~
00:00:00.533 ->  BREAK STOP  ~
00:00:00.588 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.640 ->  ERROR OCCUR  ~
00:00:00.692 ->  BREAK STOP  ~
00:00:00.745 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.799 ->  ERROR OCCUR  ~
00:00:00.853 ->  BREAK STOP  ~
00:00:00.905 ->  ERROR OCCUR  ~
00:00:00.957 ->  BREAK STOP  ~
00:00:00.012 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.064 ->  ERROR OCCUR  ~
00:00:00.116 ->  BREAK STOP  ~
00:00:00.168 ->  ERROR OCCUR  ~
00:00:00.220 ->  BREAK STOP  ~
00:00:00.273 ->  ERROR OCCUR  ~
00:00:00.325 ->  BREAK STOP  ~
00:00:00.378 ->  (110,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.431 ->  ERROR OCCUR  ~
00:00:00.484 ->  BREAK STOP  ~
00:00:00.538 ->  (111,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.592 ->  ERROR OCCUR  ~
00:00:00.644 ->  BREAK STOP  ~
00:00:00.697 ->  ERROR OCCUR  ~
00:00:00.749 ->  BREAK STOP  ~
00:00:00.801 ->  ERROR OCCUR  ~
00:00:00.853 ->  BREAK STOP  ~
00:00:00.908 ->  (110,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.961 ->  ERROR OCCUR  ~
00:00:00.012 ->  BREAK STOP  ~
00:00:00.066 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.119 ->  ERROR OCCUR  ~
00:00:00.171 ->  BREAK STOP  ~
00:00:00.223 ->  ERROR OCCUR  ~
00:00:00.278 ->  BREAK STOP  ~
00:00:00.333 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.385 ->  ERROR OCCUR  ~
00:00:00.437 ->  BREAK STOP  ~
00:00:00.490 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.544 ->  ERROR OCCUR  ~
00:00:00.596 ->  BREAK STOP  ~
00:00:00.648 ->  ERROR OCCUR  ~
00:00:00.700 ->  BREAK STOP  ~
00:00:00.753 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.807 ->  ERROR OCCUR  ~
00:00:00.859 ->  BREAK STOP  ~
00:00:00.911 ->  ERROR OCCUR  ~
00:00:00.965 ->  BREAK STOP  ~
00:00:00.018 ->  ERROR OCCUR  ~
00:00:00.070 ->  BREAK STOP  ~
00:00:00.122 ->  ERROR OCCUR  ~
00:00:00.174 ->  BREAK STOP  ~
00:00:00.227 ->  ERROR OCCUR  ~
00:00:00.279 ->  BREAK STOP  ~
00:00:00.333 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.385 ->  ERROR OCCUR  ~
00:00:00.437 ->  BREAK STOP  ~
00:00:00.492 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.544 ->  ERROR OCCUR  ~
00:00:00.596 ->  BREAK STOP  ~
00:00:00.651 ->  ERROR OCCUR  ~
00:00:00.703 ->  BREAK STOP  ~
00:00:00.756 ->  ERROR OCCUR  ~
00:00:00.808 ->  BREAK STOP  ~
00:00:00.860 ->  ERROR OCCUR  ~
00:00:00.912 ->  BREAK STOP  ~
00:00:00.965 ->  ERROR OCCUR  ~
00:00:00.016 ->  BREAK STOP  ~
00:00:00.070 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.124 ->  ERROR OCCUR  ~
00:00:00.175 ->  BREAK STOP  ~
00:00:00.229 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.282 ->  ERROR OCCUR  ~
00:00:00.333 ->  BREAK STOP  ~
00:00:00.389 ->  ERROR OCCUR  ~
00:00:00.441 ->  BREAK STOP  ~
00:00:00.493 ->  ERROR OCCUR  ~
00:00:00.545 ->  BREAK STOP  ~
00:00:00.600 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.652 ->  ERROR OCCUR  ~
00:00:00.704 ->  BREAK STOP  ~
00:00:00.758 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.811 ->  ERROR OCCUR  ~
00:00:00.863 ->  BREAK STOP  ~
00:00:00.917 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.969 ->  ERROR OCCUR  ~
00:00:00.022 ->  BREAK STOP  ~
00:00:00.077 ->  ERROR OCCUR  ~
00:00:00.128 ->  BREAK STOP  ~
00:00:00.180 ->  ERROR OCCUR  ~
00:00:00.233 ->  BREAK STOP  ~
00:00:00.286 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.339 ->  ERROR OCCUR  ~
00:00:00.390 ->  BREAK STOP  ~
00:00:00.444 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.497 ->  ERROR OCCUR  ~
00:00:00.549 ->  BREAK STOP  ~
00:00:00.601 ->  ERROR OCCUR  ~
00:00:00.653 ->  BREAK STOP  ~
00:00:00.708 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.762 ->  ERROR OCCUR  ~
00:00:00.814 ->  BREAK STOP  ~
00:00:00.866 ->  ERROR OCCUR  ~
00:00:00.919 ->  BREAK STOP  ~
00:00:00.971 ->  ERROR OCCUR  ~
00:00:00.022 ->  BREAK STOP  ~
00:00:00.074 ->  ERROR OCCUR  ~
00:00:00.126 ->  BREAK STOP  ~
00:00:00.181 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.233 ->  ERROR OCCUR  ~
00:00:00.284 ->  BREAK STOP  ~
00:00:00.338 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.392 ->  ERROR OCCUR  ~
00:00:00.443 ->  BREAK STOP  ~
